Product Description	Supplier Name	Product Code	Plu
C/CHEF BRD BAN 5PK       500GM	WAREHOUSE HOSTED	205388	9341242002218
C/CHEF BRD CRT SL&WLN 5S 500GM	WAREHOUSE HOSTED	205422	9341242002225
C/CHEF C/CKE CHOC 4PK    288GM	WAREHOUSE HOSTED	206096	9341242002270
C/CHEF C/CKE RD VLVT 4PK 288GM	WAREHOUSE HOSTED	205427	9341242002287
C/CHEF MERINGUE KISSES VA100GM	WAREHOUSE HOSTED	658523	9341242001198
C/CHEF PAVLOVA           500GM	WAREHOUSE HOSTED	658646	9341242001167
C/CHEF PAVLOVA ISB       300GM	WAREHOUSE HOSTED	206101	9341242002263
C/CHEF PAVLOVA PETITE 9PK	WAREHOUSE HOSTED	902668	9341242001341
C/CHEF PAVLOVA S/S 140GM X 4PK	WAREHOUSE HOSTED	902820	9341242001358
C/DELIGHT CAKE CHC CRML  500GM	WAREHOUSE HOSTED	131589	9318026502448
C/DELIGHT CAKE CHC VAN   500GM	WAREHOUSE HOSTED	131432	9318026502455
C/DELIGHT CAKE ORNG&PPY  500GM	WAREHOUSE HOSTED	132200	9318026501281
C/DELIGHT CAKE STCKY DTE 500GM	WAREHOUSE HOSTED	396231	9318026501557
C/DELIGHT CHOC CKE A/DAY 500GM	WAREHOUSE HOSTED	170724	9318026501199
C/DELIGHT CKIE CHOC CHIP  90GM	WAREHOUSE HOSTED	131458	9318026502028
C/DELIGHT CKIE S/CRML C/CH90GM	WAREHOUSE HOSTED	131929	9318026502042
C/DELIGHT CKIE TRPL CHOC  90GM	WAREHOUSE HOSTED	131835	9318026502172
C/DELIGHT CKIE WHT/CH MAC 90GM	WAREHOUSE HOSTED	131830	9318026502035
C/DELIGHT M/CK CHC H/WEEN500GM	WAREHOUSE HOSTED	430438	9318026501403
C/DELIGHT M/CK CHOC F/DAY500GM	WAREHOUSE HOSTED	180156	9318026501250
C/DELIGHT M/CK CHOC M/DAY500GM	WAREHOUSE HOSTED	173816	9318026501205
C/DELIGHT SNOWBALLS 8PK 200GM	WAREHOUSE HOSTED	940491	9318026501533
C/DELIGHT TARTS JAM AST 4PK	WAREHOUSE HOSTED	441528	9318026501588
C/DELIGHT TARTS LEM 4PK  180GM	WAREHOUSE HOSTED	441507	9318026501571
C/DELIGHT TARTS RASP 4PK 200GM	WAREHOUSE HOSTED	441476	9318026501564
CAD BROWNIE MINI ASST 9PK270GM	WAREHOUSE HOSTED	821524	9343335002235
CAD CAKES XMAS REINDEER    4PK	WAREHOUSE HOSTED	590482	5000221608509
CAD CKE BAR CARAMEL        5PK	WAREHOUSE HOSTED	760045	5000221603177
CAD CKE BAR CHOC           5PK	WAREHOUSE HOSTED	760066	5000221603184
CAD ROLLS MINI CHOC        5PK	WAREHOUSE HOSTED	760037	5000221506867
CAD ROLLS MINI RASPBRY     5PK	WAREHOUSE HOSTED	108934	5000221600077
CAKE SLC CHOC 2PK        190GM	WAREHOUSE HOSTED	215032	9310246065079
CG ROLLS HOT DOG JMBO WHT110GM	WAREHOUSE HOSTED	622501	6225018
CG ROLLS WHITE ROUND  EC  90GM	WAREHOUSE HOSTED	383291	3832912
CHEESE & BACON LOG       410GM	WAREHOUSE HOSTED	197522	1975222
CHSCAKE SLC BLG CHOC 2PK 220GM	WAREHOUSE HOSTED	215074	9310246065048
CHSCAKE SLC LMN 2PK      220GM	WAREHOUSE HOSTED	215061	9310246065055
CHSCAKE SLC NY 2PK       220GM	WAREHOUSE HOSTED	212835	9310246065062
CINNAMON SUGAR             2KG	WAREHOUSE HOSTED	271350	2713502
CLR WRP BRD ROL SALAD      6PK	WAREHOUSE HOSTED	210074	9339423000405
COMM CO B/ROLL S/DGH PLN	WAREHOUSE HOSTED	873330	9310246055575
COMM CO B/ROLL S/DGH SD&GRN	WAREHOUSE HOSTED	873348	9310246055568
COMM CO BAGUETTE S/DGH	WAREHOUSE HOSTED	873322	9310246055599
COMM CO BRD PULL APART   350GM	WAREHOUSE HOSTED	982278	9310246053663
COMM CO BRD S/DGH K/OLV	WAREHOUSE HOSTED	873259	9310246055537
COMM CO BRD S/DGH LGT RYE	WAREHOUSE HOSTED	445462	9310246059771
COMM CO BRD S/DGH PLN	WAREHOUSE HOSTED	875366	9310246055520
COMM CO BRD S/DGH SD&GRN	WAREHOUSE HOSTED	873186	9310246055544
COMM CO BRWNIE TRP CHC GF180GM	WAREHOUSE HOSTED	439929	9310246062856
COMM CO CKIE SC&WHT 5PK  200GM	WAREHOUSE HOSTED	245359	9310246062146
COMM CO FOCACCIA G/F     510GM	WAREHOUSE HOSTED	439990	9310246062887
COMM CO LOAF CIABATTA      1PK	WAREHOUSE HOSTED	320188	9310246062481
COMM CO LOAF SLC FRT G/F 585GM	WAREHOUSE HOSTED	439958	9310246062894
COMM CO LOAF SLC SEED G/F585GM	WAREHOUSE HOSTED	439898	9310246062900
COMM CO LOAF VIENNA CRST 460GM	WAREHOUSE HOSTED	320248	9310246062467
COMM CO MUD CKE CARAMEL  600GM	WAREHOUSE HOSTED	51200	9310246061279
COMM CO MUD CKE CHOC     600GM	WAREHOUSE HOSTED	51221	9310246061255
COMM CO MUD CKE WHT CHOC 600GM	WAREHOUSE HOSTED	51205	9310246061262
COMM CO MUFFIN D/CHC G/F 160GM	WAREHOUSE HOSTED	439893	9310246062917
COMM CO MUFFIN ENG G/F   390GM	WAREHOUSE HOSTED	439835	9310246062870
COMM CO MUFFIN G/F B/BRY 160GM	WAREHOUSE HOSTED	438923	9310246062924
COMM CO PANE DI CASA	WAREHOUSE HOSTED	873356	9310246055605
COMM CO PANE DI CASA WMEAL	WAREHOUSE HOSTED	873209	9310246055612
COMM CO PANE MINI PLN    310GM	WAREHOUSE HOSTED	297974	9310246065673
COMM CO PANE MINI SEED&GR310GM	WAREHOUSE HOSTED	297995	9310246065680
COMM CO ROLLS CIABATTA	WAREHOUSE HOSTED	327075	9310246062498
COMM CO ROLLS RUSTIC       4PK	WAREHOUSE HOSTED	327096	9310246062474
COMM CO S/DGH SLC GR/OL  630GM	WAREHOUSE HOSTED	319666	9310246062337
COMM CO S/DGH SLC SOY/LN 630GM	WAREHOUSE HOSTED	319019	9310246062313
COMM CO S/DGH SLC WHEAT  630GM	WAREHOUSE HOSTED	328220	9310246062306
COMM CO S/DGH SLC WT/SML 630GM	WAREHOUSE HOSTED	319640	9310246062320
COMM CO SLC CARAMEL G/F  180GM	WAREHOUSE HOSTED	439864	9310246062863
COMM CO TRKSH PIDE LNG   400GM	WAREHOUSE HOSTED	577719	9310246063525
COMM CO TRKSH ROLL OVAL    4PK	WAREHOUSE HOSTED	577683	9310246063532
CROISSANT PREMIUM CURVED  90GM	WAREHOUSE HOSTED	381430	3814307
DANISH 4 VARIETY           1PK	WAREHOUSE HOSTED	821540	8215406
DANISH APPLE CROWN PASTRY 91GM	WAREHOUSE HOSTED	674781	6747817
DANISH PLAIT MAPLE PECAN  91GM	WAREHOUSE HOSTED	381524	3815243
DANISH VANILLA CRM CUSTARD98GM	WAREHOUSE HOSTED	381545	3815458
DIVINE FOOD M/MOMNT CHOC 160GM	WAREHOUSE HOSTED	869844	9359799000991
DIVINE FOOD M/MOMNT P/FRT160GM	WAREHOUSE HOSTED	869857	9359799000977
DIVINE FOOD M/MOMNT SCRML160GM	WAREHOUSE HOSTED	869878	9359799000984
DIVINE FOOD M/MOMNT VAN  160GM	WAREHOUSE HOSTED	869886	9359799000960
DU JOUR CROISSANTS BKD     3PK	WAREHOUSE HOSTED	273195	9336047001580
DU JOUR CROISSANTS BKD MINI8PK	WAREHOUSE HOSTED	273234	9336047001603
DU JOUR CROISSANTS BTR    12PK	WAREHOUSE HOSTED	627174	9336047001610
DU JOUR PAIN AU CHOC       4PK	WAREHOUSE HOSTED	273255	9336047001498
EEEEET BISC EASTER BUNNY  40GM	WAREHOUSE HOSTED	453541	9359799000885
EEEEET JAM DROP EGG APRCT200GM	WAREHOUSE HOSTED	454343	9359799000892
EEEEET SWEET HEARTS JAM  240GM	WAREHOUSE HOSTED	454351	9359799000908
G/TEMP BANANA BRD MINI    85GM	WAREHOUSE HOSTED	526739	9343335001054
G/TEMP BROWNIE             2PK	WAREHOUSE HOSTED	526836	9343335000873
G/TEMP BRWNIE MINI 5PK 150GM	WAREHOUSE HOSTED	914063	9343335002334
G/TEMP CHOC SPECKLES       6PK	WAREHOUSE HOSTED	513134	9343335001436
G/TEMP CUPCAKE MINI FAIRY  5PK	WAREHOUSE HOSTED	855785	9343335002297
G/TEMP FAIRY CAKES         6PK	WAREHOUSE HOSTED	513121	9343335001382
G/TEMP MFN BANANA CHC CHP120GM	WAREHOUSE HOSTED	593252	9343335001658
G/TEMP MFN BANANA CHOC CHP 6PK	WAREHOUSE HOSTED	511810	9343335000590
G/TEMP MFN BLUEBERRY     120GM	WAREHOUSE HOSTED	593215	9343335001702
G/TEMP MFN CHOC CHP        5PK	WAREHOUSE HOSTED	855772	9343335002266
G/TEMP MFN DBLE CHOC CHP   6PK	WAREHOUSE HOSTED	511700	9343335001405
G/TEMP MFN DBLE CHOC CHP 120GM	WAREHOUSE HOSTED	593671	9343335001641
G/TEMP MFN DBLE CHOC CHP GF4PK	WAREHOUSE HOSTED	524643	9343335001665
G/TEMP MFN ORG & POPPY     5PK	WAREHOUSE HOSTED	856299	9343335002273
G/TEMP MFN ORG & POPPY   120GM	WAREHOUSE HOSTED	593647	9343335001634
G/TEMP MFN ORG & POPPY   6PK	WAREHOUSE HOSTED	511616	9343335000293
G/TEMP MFN ORG &POPPY GF  4PK	WAREHOUSE HOSTED	513011	9343335001672
G/TEMP MFN ORNGE & POPPY   2PK	WAREHOUSE HOSTED	526828	9343335001917
G/TEMP MUFNUTZ             2PK	WAREHOUSE HOSTED	526797	9343335001795
G/TEMP MUFNUTZ MINI        5PK	WAREHOUSE HOSTED	856029	9343335002280
G/TEMP ROCKY ROAD MINI     6PK	WAREHOUSE HOSTED	524588	9343335001399
GREENS CKE ROLL GNGRBRD  300GM	WAREHOUSE HOSTED	613531	9310273002962
GREENS CKE SW RSP/WT CHOC300GM	WAREHOUSE HOSTED	178060	9310273003136
GREENS LAMINGTON JAM&CRM 300GM	WAREHOUSE HOSTED	179391	9310273003174
GREENS LAMINGTON TRPL CHOC 4PK	WAREHOUSE HOSTED	464746	9310273002702
GREENS LAMINGTON WHT CHOC  4PK	WAREHOUSE HOSTED	181267	9310273003167
GREENS LAMINTGON SBRY&CRM  4PK	WAREHOUSE HOSTED	464835	9310273002696
H/DNT DONUT CARAMEL 4PK  230GM	WAREHOUSE HOSTED	981421	9329018042224
H/DNT DONUT CHOC     4PK 230GM	WAREHOUSE HOSTED	981316	9329018042231
H/DNT DONUT JAM BALL 4PK 290GM	WAREHOUSE HOSTED	981439	9329018042248
H/DNT DONUT STRWBRY 4PK  230GM	WAREHOUSE HOSTED	981340	9329018042255
H/MUF MUFFN MIN BLUBRY     8PK	WAREHOUSE HOSTED	896016	9329018036742
H/MUF MUFFN MIN C/CHIP     8PK	WAREHOUSE HOSTED	895337	9329018038777
H/MUF MUFFN MIN DBL C/CHIP 8PK	WAREHOUSE HOSTED	895756	9329018036735
H/MUF MUFFN SNGL BLUBRY    1PK	WAREHOUSE HOSTED	893199	9329018037602
H/MUF MUFFN SNGL C/CHIP    1PK	WAREHOUSE HOSTED	893416	9329018037640
H/MUF MUFFN SNGL DBL C/CHP 1PK	WAREHOUSE HOSTED	893474	9329018037619
H/MUFFN MFN MINI BAN 8PK 320GM	WAREHOUSE HOSTED	935360	9329018044785
H/MUFFN MUFFN AP/CIN 4PK 420GM	WAREHOUSE HOSTED	928088	9329018037626
H/MUFFN MUFFN B/BRY 4PK  420GM	WAREHOUSE HOSTED	876223	9329018036759
H/MUFFN MUFFN CHC/C 4PK 420GM	WAREHOUSE HOSTED	876249	9329018037633
H/MUFFN MUFFN DB/CH 4PK  420GM	WAREHOUSE HOSTED	876231	9329018036766
H/STYLE BAKE MEAL SLICED 700GM	WAREHOUSE HOSTED	356532	9313968201121
H/STYLE BAKE MLTIGRN SLC700GM	WAREHOUSE HOSTED	356566	9313968201039
H/STYLE BAKE WHITE SLICED700GM	WAREHOUSE HOSTED	356642	9313968101124
HAPPY CKE BAN CHOC CHIP  550GM	WAREHOUSE HOSTED	333987	9329018050243
HAPPY CKE BLUBRY SLC 5PK 500GM	WAREHOUSE HOSTED	334072	9329018046505
HAPPY CKE BRD BAN SLC 5PK500GM	WAREHOUSE HOSTED	334080	9329018046482
HAPPY CKE BRD BANANA     550GM	WAREHOUSE HOSTED	894129	9329018037404
HAPPY CKE CHOCOLATE 450GM	WAREHOUSE HOSTED	53061	9329018046451
HAPPY CKE LOAF CARROT    500GM	WAREHOUSE HOSTED	896600	9329018037374
HAPPY CKE MUDCKE SLC 5PK 500GM	WAREHOUSE HOSTED	333995	9329018046499
HAPPY CKE RED VELVET 450GM	WAREHOUSE HOSTED	53082	9329018046468
HAPPY CKE S/CARAMEL      450GM	WAREHOUSE HOSTED	53163	9329018046475
JON JON BAN BRD CRMS 8PK 200GM	WAREHOUSE HOSTED	137792	9415756100880
JON JON KISSES B/FOREST  150GM	WAREHOUSE HOSTED	737356	9415756009879
JON JON KISSES CHOCOLATE 150GM	WAREHOUSE HOSTED	400129	9415756000456
JON JON KISSES GINGER    200GM	WAREHOUSE HOSTED	644998	9415756009718
JON JON KISSES SLT CARML 150GM	WAREHOUSE HOSTED	912142	9415756100477
L/STY ROLL WHITE G/F 2PK 140GM	WAREHOUSE HOSTED	30262	9325175004044
L/STY S/LGHT LF MLTGN G/F500GM	WAREHOUSE HOSTED	716588	9325175003016
L/STY S/LGHT LOAF FRT G/F500GM	WAREHOUSE HOSTED	716355	9325175003023
L/STY S/LGT LF H/FB WH G/F500G	WAREHOUSE HOSTED	716648	9325175003009
L/STY TURKISH BREAD G/F  200GM	WAREHOUSE HOSTED	30377	9325175004020
LA FAMIGLIA BRD CHSY GAR 190GM	WAREHOUSE HOSTED	655457	9310023145727
LA FAMIGLIA SB BAGUET 2P 400GM	WAREHOUSE HOSTED	218564	9310023146205
LITTLE DC HXB PSTCH CRNC 320GM	WAREHOUSE HOSTED	382902	9315737011399
LOAF BRWNIE CHOC MINT BULK90GM	WAREHOUSE HOSTED	248349	2483498
LOAF BRWNIE ORNG CHOC     90GM	WAREHOUSE HOSTED	307449	9421908335796
LOAF CKE STKY DTE & SLTNA300GM	WAREHOUSE HOSTED	247398	9421906794601
LOAF RKY/RD BITES G/F 120GM	WAREHOUSE HOSTED	669906	9421902222191
LOAF RUM BALLS CHOC       20GM	WAREHOUSE HOSTED	604197	6041977
LOAF RUM BALLS CHOC      120GM	WAREHOUSE HOSTED	642514	9421905674058
LOAF SLC ALMND RASP       90GM	WAREHOUSE HOSTED	226004	2260044
LOAF SLC BLNDIE MPLE PCN  90GM	WAREHOUSE HOSTED	621542	6215422
LOAF SLC BRWNIE           90GM	WAREHOUSE HOSTED	226062	2260624
LOAF SLC BRWNIE BULK      90GM	WAREHOUSE HOSTED	285388	2853888
LOAF SLC CHRY RIPE        90GM	WAREHOUSE HOSTED	226185	2261850
LOAF SLC CKIES & CRM      90GM	WAREHOUSE HOSTED	230529	9421908335161
LOAF SLC CKIES & CRM      90GM	WAREHOUSE HOSTED	230529	2262796
LOAF SLC COCONUT ICE      90GM	WAREHOUSE HOSTED	226266	2262666
LOAF SLC GOOEY CRML       90GM	WAREHOUSE HOSTED	226177	2261775
LOAF SLC HEDGEHOG         90GM	WAREHOUSE HOSTED	226287	2262871
LOAF SLC M&M              90GM	WAREHOUSE HOSTED	230668	2306681
LOAF SLC MAPLE PCN BLNDIE 90GM	WAREHOUSE HOSTED	226415	2264158
LOAF SLC RED VELVET       90GM	WAREHOUSE HOSTED	998180	9981805
LOAF SLC RED VELVT        90GM	WAREHOUSE HOSTED	226431	2264318
LOAF SLC ROCKY RD         90GM	WAREHOUSE HOSTED	226517	2265179
LOAF SLC ROCKY ROAD       90GM	WAREHOUSE HOSTED	621628	6216283
LOAF SLC SLTD CRML PRTZL  90GM	WAREHOUSE HOSTED	226575	2265759
LOAF SLC TANGY LMN        90GM	WAREHOUSE HOSTED	230707	9421908335833
LOAF SLC TANGY LMN        90GM	WAREHOUSE HOSTED	230707	2267036
LUNCH ROLL 90% STONEBAKE 100G	WAREHOUSE HOSTED	891430	9328282003504
MEB FOCACCIA MINI HERB   225GM	WAREHOUSE HOSTED	179972	9310571011833
MEB PITA GREEK 5PK       375GM	WAREHOUSE HOSTED	181327	9310571010430
MEB PITA KHOBZ WHLML 5PK 500GM	WAREHOUSE HOSTED	179498	9310571010232
MEB PITA KHOBZ WHT 5PK   500GM	WAREHOUSE HOSTED	179503	9310571010225
MEB PITA PCKT WHL 8PK    250GM	WAREHOUSE HOSTED	182462	9310571010218
MEB PITA PCKT WHT 8PK    250GM	WAREHOUSE HOSTED	180237	9310571010201
MEB SOUVLAKI PITTES & PZA450GM	WAREHOUSE HOSTED	195960	9310571010256
MELTING MOMENTS JAM&CRM  120GM	WAREHOUSE HOSTED	708718	9359799001035
MINI PANE DI CMPGN 90%BKD320GM	WAREHOUSE HOSTED	595047	9328282011356
MISSION BRD SOUVLAKI PLN 320GM	WAREHOUSE HOSTED	450462	9317224405155
MISSION PITA POCKET ORIG 420GM	WAREHOUSE HOSTED	228250	9317224402239
MISSION PIZZA BASE GARL  200GM	WAREHOUSE HOSTED	708873	9317224401638
MISSION PIZZA BASE PLAIN 200GM	WAREHOUSE HOSTED	708857	9317224401621
MISSION PIZZA CRST PLAIN   2PK	WAREHOUSE HOSTED	982430	9317224404295
MR KIPLING CHRY BAKEWELL   6PK	WAREHOUSE HOSTED	760008	5000221209942
MR KIPLING SLC ANGEL SNAP  6PK	WAREHOUSE HOSTED	759926	5000221509240
MR KIPLING SLC CHOC SNK PK 6PK	WAREHOUSE HOSTED	828712	5000221605003
MR KIPLING SLC LEMON SNAP  6PK	WAREHOUSE HOSTED	759947	5000221505709
NOMAD BRD TURK GARLIC   400GM	WAREHOUSE HOSTED	491706	9359712000022
NONNAS BAGTE CMPNA HLF PB120GM	WAREHOUSE HOSTED	603837	6038373
NONNAS BAGTE FRN PB      300GM	WAREHOUSE HOSTED	607417	6074173
NONNAS LF S/DGH WHT PB   650GM	WAREHOUSE HOSTED	605876	6058760
NONNAS PANE DI CASA PB   450GM	WAREHOUSE HOSTED	608900	6089009
NONNAS ROLL CMPNA PB      70GM	WAREHOUSE HOSTED	603675	6036751
PAIN CROISSANT CHOCOLATE  90GM	WAREHOUSE HOSTED	381618	3816189
PAIN SANDWICH WHITE      150GM	WAREHOUSE HOSTED	634833	1121
PAIN SANDWICH WHITE      150GM	WAREHOUSE HOSTED	634833	9328282004396
PANE DI CAMPAG BRD S/BKD 545GM	WAREHOUSE HOSTED	654082	9328282002576
PANE DI CAMPAG BRD S/BKD 545GM	WAREHOUSE HOSTED	654082	1158
PAPA JOES BRD BANANA     700GM	WAREHOUSE HOSTED	726643	9336068000173
PAPA JOES BRD BLUBRY     700GM	WAREHOUSE HOSTED	726651	9336068000289
PAPA JOES BRD CHOC BRWN  500GM	WAREHOUSE HOSTED	920425	9336068000340
PAPA JOES BRD CHOC CHIP  700GM	WAREHOUSE HOSTED	314462	9336068000265
PAPA JOES BRD MNGO&CNUT  500GM	WAREHOUSE HOSTED	920205	9336068000333
PAPA JOES BREAD BANANA   500GM	WAREHOUSE HOSTED	387868	9336068000081
PINSA PIZZA BASE DI ROMA 230GM	WAREHOUSE HOSTED	239094	9346884000868
PORTUGESE TART CUSTARD    58GM	WAREHOUSE HOSTED	399328	3993286
RITCHIES BUN DELUXE 4PK  340GM	WAREHOUSE HOSTED	690101	9419118328769
ROLLS ROUND JMBO M/GRN   110GM	WAREHOUSE HOSTED	621725	6217259
ROLLS ROUND JMBO WHLML   110GM	WAREHOUSE HOSTED	620630	6206307
ROLLS ROUND JMBO WHTE    110GM	WAREHOUSE HOSTED	618219	6182199
S/BAKE PZA BSE ITAL HRB&GR400G	WAREHOUSE HOSTED	239439	9346884000851
S/DAY ROLL MINI BLBRY 6PK250GM	WAREHOUSE HOSTED	765715	9310112093847
S/LEE CH/CAKE BKD S/BRY  760GM	WAREHOUSE HOSTED	239748	9310135101406
S/LEE CH/CAKE NY BAKED   760GM	WAREHOUSE HOSTED	239714	9310135101413
S/LEE CROISSANT CAFE     180GM	WAREHOUSE HOSTED	179781	9310135101352
S/LEE MFN BLUEY APL CINN4X40GM	WAREHOUSE HOSTED	958614	9310135101208
SIGNATURE CHSECAKE LEMON 100GM	WAREHOUSE HOSTED	523812	9320023600010
SIGNATURE CHSECAKE MANGO 100GM	WAREHOUSE HOSTED	523888	9320023001602
SIGNATURE CHSECAKE MIXED 100GM	WAREHOUSE HOSTED	541080	9739024
SIGNATURE CHSECAKE VAN   100GM	WAREHOUSE HOSTED	523896	9320023600027
SIMMONS BAKERY LAMMINGTONS 6PKT	SIMMONS BAKERY	1000062	200060000006
SOURDOUGH COB STONE      220GM	WAREHOUSE HOSTED	805939	9328282003047
SOURDOUGH COB STONE      220GM	WAREHOUSE HOSTED	805939	1149
SOURDOUGH LOAF MINI      300GM	WAREHOUSE HOSTED	243072	2430720
SOURDOUGH VIENNA         595GM	WAREHOUSE HOSTED	986303	9863033
SOURDOUGH VIENNA M/GRAIN 500GM	WAREHOUSE HOSTED	805858	1166
SOURDOUGH VIENNA M/GRAIN 500GM	WAREHOUSE HOSTED	805858	9328282003221
SPD/BKE FRENCH STICK F/B 340GM	WAREHOUSE HOSTED	178222	9321722003195
SUPRIMA FINGER BUN PLAIN  80GM	WAREHOUSE HOSTED	585254	5852543
SUPRIMA ROLL WHT FRZ DOUGH70GM	WAREHOUSE HOSTED	895688	8956880
SUPRIMA ROLLS CHSE&BCN     4PK	WAREHOUSE HOSTED	281339	9328100040001
SUPRIMA SCROLL AUSSIE LGE113GM	WAREHOUSE HOSTED	598956	5989560
SUPRIMA SCROLL CINN        4PK	WAREHOUSE HOSTED	279646	9328100040063
SUPRIMA SCROLL CINN G&GO 105GM	WAREHOUSE HOSTED	162632	9328100041152
SUPRIMA SCROLL CINN LGE  100GM	WAREHOUSE HOSTED	598752	5987528
SUPRIMA SCROLL LME CUST  100GM	WAREHOUSE HOSTED	598760	5987603
SUPRIMA SCROLL MARG LGE   95GM	WAREHOUSE HOSTED	598972	5989720
SUPRIMA SCROLL PIZZA G&GO 95GM	WAREHOUSE HOSTED	162661	9328100041176
SUPRIMA SCROLL RASP G&GO 110GM	WAREHOUSE HOSTED	162823	9328100041169
SUPRIMA SCROLL RASP MINI  60GM	WAREHOUSE HOSTED	856396	8563965
T&T PUDD YORKSHIRE ORIG  220GM	WAREHOUSE HOSTED	654537	9350007004916
TOSCANO BUN BRCH BGR     200GM	WAREHOUSE HOSTED	655368	9350007001526
TOSCANO BUN BRCH BGR S/S 200GM	WAREHOUSE HOSTED	401374	9300602382445
TOSCANO BUN BRCH H/DOG   270GM	WAREHOUSE HOSTED	655473	9350007001649
TOSCANO CHOC TRFL        450GM	WAREHOUSE HOSTED	654621	9350007007597
TOSCANO CREPES CHOC      180GM	WAREHOUSE HOSTED	653272	9300602375072
TOSCANO CROISSANT CHOC   270GM	WAREHOUSE HOSTED	656398	9350007002059
TOSCANO CROISSANTS       240GM	WAREHOUSE HOSTED	655300	9350007001656
TOSCANO MACARON ASST     144GM	WAREHOUSE HOSTED	654914	9417986941929
TOSCANO PZA BRSCHTNA     270GM	WAREHOUSE HOSTED	655509	9350007001601
TOSCANO PZA BSE          300GM	WAREHOUSE HOSTED	656411	9417986936963
TOSCANO PZA BSE G/F      180GM	WAREHOUSE HOSTED	656076	9417986941936
TOSCANO PZA BSE MINI     360GM	WAREHOUSE HOSTED	304001	9300602378431
TOSCANO PZA BSE PINSA    230GM	WAREHOUSE HOSTED	297301	9300602381479
TOSCANO PZA BSE S/D TWIN 420GM	WAREHOUSE HOSTED	650392	9300602375225
TOSCANO ROLL BRCH C/CHP  280GM	WAREHOUSE HOSTED	654972	9300602381950
TOSCANO ROLL BRCH CLASS  280GM	WAREHOUSE HOSTED	655062	9300602381790
TOSCANO TIRAMISU         500GM	WAREHOUSE HOSTED	654778	9350007002523
TOSCANO WAFF C/CHIP      360GM	WAREHOUSE HOSTED	744811	9417986938875
TOSCANO WAFF TRAD MINI   200GM	WAREHOUSE HOSTED	654524	9350007001687
TOSCANO WFFL TRAD        360GM	WAREHOUSE HOSTED	744829	9417986938868
UB  CRUMPETS              6PK	WAREHOUSE HOSTED	30691768	9300633928674
UB H/BRGER UNSEEDED SLICED6PK	WAREHOUSE HOSTED	30691807	9310023140401
UB MULTIGRN SANDWICH    700GM	WAREHOUSE HOSTED	30691776	9310023139702
UB W/SLICED ROLL HOT DOG  6PK	WAREHOUSE HOSTED	30691792	9310023134172
UB WHITE HAMBURGER ROLL   12PK	WAREHOUSE HOSTED	30706848	9310023141682
UB WHITESEEDED H/DOG ROLL 6PK	WAREHOUSE HOSTED	30691823	9310023134196
UB WHOLEMEAL ROUND ROLL   6PK	WAREHOUSE HOSTED	30706830	9310023134387
UB WHOLEMEAL SANDWICH    700GM	WAREHOUSE HOSTED	30692316	9310023139696
UNBRANDED BRD WHITE SLC  700GM	WAREHOUSE HOSTED	705396	9310023139689
UNBRANDED SL HOT DOG 9I    6PK	WAREHOUSE HOSTED	30757831	9310023134202
W/BREAD PANINI 4PK       120GM	WAREHOUSE HOSTED	849483	9339067003138
WILD BRD PIDE TURK LONG  450GM	WAREHOUSE HOSTED	862745	8627452
WILD BRD PIDE TURK OVAL  330GM	WAREHOUSE HOSTED	862737	8627377
WILD BRD SDGH VNA PKN SLC720GM	WAREHOUSE HOSTED	492930	9339067000205
YARROW BISC ANZAC         40GM	WAREHOUSE HOSTED	29643	296434
YARROW CKIE CHOC CHIP     40GM	WAREHOUSE HOSTED	29274	292740
YARROW CKIE COCNUT DROP   40GM	WAREHOUSE HOSTED	29562	295628
YARROW CKIE DBL CHOC CHIP 40GM	WAREHOUSE HOSTED	29669	296694
YARROW CKIE JAM DROP      40GM	WAREHOUSE HOSTED	29601	296014
YARROW CKIE WHT CHC&MAC   40GM	WAREHOUSE HOSTED	29554	295543
YARROW DONUT CINNAMON      6PK	WAREHOUSE HOSTED	587874	9414255025090
YARROW EASTR BUN BKD CHOC430GM	WAREHOUSE HOSTED	961125	9420069466127
YARROW ROLL PLAIN BUFFET 270GM	WAREHOUSE HOSTED	764719	9420069438605
YARROW SLC APPLE        1.74KG	WAREHOUSE HOSTED	587861	5878611
YARROWS APPLE PIE 6PK    360GM	WAREHOUSE HOSTED	244434	9420069467247
YARROWS BRD GERMAN RYE 700GM	WAREHOUSE HOSTED	884030	8840301
YARROWS BRD M/GRAN VIENNA760GM	WAREHOUSE HOSTED	676686	6766863
YARROWS BRD MIGHTY WHITE 760GM	WAREHOUSE HOSTED	676775	6767754
YARROWS BRD S/DOUGH VIENA570GM	WAREHOUSE HOSTED	676953	6769536
YARROWS BRD VIENNA SULTNA500GM	WAREHOUSE HOSTED	943020	9430204
YARROWS BRD W/MEAL VIENNA760GM	WAREHOUSE HOSTED	676709	6767099
YARROWS BREAD STICK FRNCH480GM	WAREHOUSE HOSTED	676767	6767679
YARROWS BREAD WHT VIENNA 520GM	WAREHOUSE HOSTED	676961	6769611
YARROWS BUN H/BRG M/GRAIN110GM	WAREHOUSE HOSTED	676814	6768140
YARROWS BUN H/BRG WHITE  110GM	WAREHOUSE HOSTED	676822	6768225
YARROWS BUN H/BRG WHT/ML 110GM	WAREHOUSE HOSTED	676872	6768720
YARROWS CROISSANT ALM 6PK420GM	WAREHOUSE HOSTED	253996	9420069467001
YARROWS CROISSANTS        95GM	WAREHOUSE HOSTED	674511	6745110
